1.369836651351956789e+02,2.865254058925393110e+03,6.076599759220664509e+01,1.738043117107429758e+00,6.894707101755260510e+02,9.462505062440425263e+02,1.867222305419735449e+03,3.339535735106916491e+03,5.603578687962871072e+02,7.114576858257354388e+02
1.839790183072994068e+03,2.354131360107401997e+04,1.253556887569348532e+02,1.665967728715737053e+02,6.609640043135810629e+03,8.685994895877387535e+03,1.137756081567029105e+04,2.112030499092810351e+04,2.997234139443693948e+03,6.789258063751755799e+03
7.464025194560235832e+03,1.141724618627590680e+05,1.026939774249912944e+03,3.111568898141499631e+02,3.024307560238535370e+04,4.039183684464578255e+04,6.196058287504545297e+04,1.134067423893462110e+05,1.713014128834718576e+04,3.111777384680365867e+04
1.036615598474422768e+03,1.735562726399576422e+04,2.047751418537590098e+02,2.498043501002370093e+01,4.468573376881303375e+03,6.015971477259516178e+03,9.952588102331033951e+03,1.809134265157307163e+04,2.819194127752227359e+03,4.601690887855363144e+03
3.610781034577196351e+03,5.657866645571412664e+04,5.478550774790031710e+02,1.315714729157852503e+02,1.487303916490612937e+04,1.990663543474877588e+04,3.116621653214399339e+04,5.693806889322604547e+04,8.672733175186045628e+03,1.530665713667223463e+04
4.879097864931927688e+03,7.561576343338601873e+04,7.080062915731010662e+02,1.892547335607413288e+02,1.994674110679528530e+04,2.667138787183322347e+04,4.137081626909115585e+04,7.564488709535893577e+04,1.147826323163374218e+04,2.052616604731929328e+04
2.809507102841058895e+03,4.448526381028149626e+04,4.446290902943750325e+02,9.631987799182132903e+01,1.165552587114589551e+04,1.561464222552923457e+04,2.466227842634046101e+04,4.501993244113381661e+04,6.882197408072443068e+03,1.199650937463909941e+04
5.980684169775341843e+02,1.045644659365430743e+04,1.396423755915142237e+02,1.070528952125251365e+01,2.656399228900591424e+03,3.589841700789959305e+03,6.152349699208816673e+03,1.114732546271700812e+04,1.762870630053139621e+03,2.736627968215394958e+03
2.342763759607144323e+02,4.534202861889247288e+03,7.947816350203542868e+01,2.428105425517266269e+00,1.116770516665237437e+03,1.522530765956645155e+03,2.829040301029021521e+03,5.087905658002447126e+03,8.323843456683634940e+02,1.151571275123987107e+03
1.089861408436720751e+02,8.805361469915675343e+02,9.031727958233926046e+00,2.847409378366978316e+01,2.917723578655788970e+02,3.667838287846392973e+02,2.993813812036867148e+02,5.764832069752538928e+02,7.234977094931075214e+01,2.983246343687122817e+02
1.281167637480426720e+02,2.708915314093645520e+03,5.893010890287943937e+01,1.751007137390838686e+00,6.497544540627089873e+02,8.925655534703904550e+02,1.775929822380909172e+03,3.173831244335649899e+03,5.344124881715069932e+02,6.705405454342337634e+02
1.339561455369921077e+03,1.676687333290406241e+04,8.480041184831671330e+01,1.307077908379842768e+02,4.742567764831459499e+03,6.219718975497949032e+03,7.982599901641641736e+03,1.484464494270206160e+04,2.090585101665411912e+03,4.870409245196109623e+03
2.474309341395154661e+03,3.940460269586174400e+04,4.007805237684131043e+02,8.196002718883589466e+01,1.030559287614287132e+04,1.381322531122810869e+04,2.192292973969259401e+04,4.000173618872715451e+04,6.127273901713158011e+03,1.060765572484709628e+04
5.068286206855286764e+03,6.815606465261400444e+04,4.145895853314287933e+02,3.822515609668556067e+02,1.882273623343491636e+04,2.484875069391846046e+04,3.405446368375366001e+04,6.296396134616995550e+04,9.091780485943847452e+03,1.934348908636756460e+04
6.642556286503624506e+03,1.019458553106617474e+05,9.263986121317145717e+02,2.719447456015342368e+02,2.697580500391797250e+04,3.603884773946057248e+04,5.543997691970685992e+04,1.014459871391478518e+05,1.534120996238598127e+04,2.775687392441314660e+04
1.153033836202605244e+03,1.426234832256011032e+04,7.034219283301808900e+01,1.169393477954817655e+02,4.050302313605016025e+03,5.306010167178104894e+03,6.735172889467956338e+03,1.253693398448878179e+04,1.758381276213124011e+03,4.159005463852326102e+03
1.358122455711178134e+02,2.844654607014906560e+03,6.052514059030868765e+01,1.738776632299989133e+00,6.842337241059664166e+02,9.391731442817335846e+02,1.855208454614089305e+03,3.317726425235828629e+03,5.569450811222603761e+02,7.060624762055920201e+02
1.950659128488664464e+02,1.866839648463235108e+03,1.048203788524969760e+01,3.786260458719882394e+01,5.802897632998840436e+02,7.418453717384259107e+02,7.295938583944330276e+02,1.386844153918330676e+03,1.794951800225452416e+02,5.943505930161518336e+02
3.749370717755951773e+03,5.866434493684711924e+04,5.655238524845383381e+02,1.377763670506897142e+02,1.542844691409480583e+04,2.064733154479695077e+04,3.228598525357515609e+04,5.899041166283943312e+04,8.980788626510218819e+03,1.587804011799050750e+04
2.588904119956014256e+03,4.114324402178535820e+04,4.158236493075940530e+02,8.683873869943757029e+01,1.076740869094533991e+04,1.442954829688422797e+04,2.286089975190448604e+04,4.171987860561363050e+04,6.385825513885673899e+03,1.108279073921241252e+04
