6.947530090592833574e+01,1.436838105712747165e+03,3.996189409760834366e+01,6.200674408283886052e+00,3.516541262272677386e+02,4.762804094320819104e+02,9.404761619866835645e+02,1.678114124272432036e+03,2.803618171715854714e+02,3.632302860623174183e+02
9.297837024255619554e+02,1.177813845708080771e+04,6.548228429911148396e+01,9.119117972030173291e+01,3.305852281633681741e+03,4.347476383200452801e+03,5.697866362866076088e+03,1.056308863694778847e+04,1.501494823107710545e+03,3.395929317597060617e+03
3.732206266858820982e+03,5.709301928670893540e+04,5.155861682849570116e+02,1.582339115007972339e+02,1.512645353278548100e+04,2.019645204777406252e+04,3.098603261357764495e+04,5.670483848042216414e+04,8.570963699542626273e+03,1.556588450700203794e+04
5.193311435254896651e+02,8.681954191876076948e+03,1.093315725041569522e+02,1.663201020028087740e+01,2.234786223030112524e+03,3.013344702688913003e+03,4.982931997617714842e+03,9.050820216907119175e+03,1.419043011436021743e+03,2.306710994332701375e+03
1.814424536441476903e+03,2.829070797489852703e+04,2.753203022120091532e+02,7.385964934498785794e+01,7.440496350822920249e+03,9.954971259345556973e+03,1.559238335187595658e+04,2.847251210521047688e+04,4.343874708624384766e+03,7.660588548189622088e+03
2.448381993378021889e+03,3.781411843876356579e+04,3.615125701268239027e+02,9.811635020014908548e+01,9.976069832315293752e+03,1.334465279809857202e+04,2.068968904644429131e+04,3.783209194815094816e+04,5.745766030795055485e+03,1.026929998086173873e+04
1.405901011150063141e+03,2.225212679772781848e+04,2.268136664819869281e+02,5.394383513978198152e+01,5.831844303600560124e+03,7.809691382567047185e+03,1.234017300837585390e+04,2.251570301543363166e+04,3.441127407306533314e+03,6.004426136455756932e+03
3.023006575064880508e+02,5.233493877849729870e+03,7.868060878886485909e+01,8.925342360651253415e+00,1.337284965959493775e+03,1.801154451552897626e+03,3.076333062032873841e+03,5.582957103695941441e+03,8.883442842017390149e+02,1.378287212612212215e+03
1.188615930638105027e+02,2.268472788440912609e+03,4.906503638138934775e+01,8.182234327657635475e+00,5.590452600598393929e+02,7.688200135043472301e+02,1.422058912399123301e+03,2.553183074356688394e+03,4.233074204204664852e+02,5.770283471817151622e+02
5.469187176023399388e+01,4.405301833645609690e+02,4.798928859324909091e+00,1.669915756786534899e+01,1.544864584196183159e+02,1.887802250357361800e+02,1.552189103887010049e+02,2.966619124112229997e+02,3.741661862585448972e+01,1.519541539744675447e+02
6.991597458860421455e+01,1.364153614530019468e+03,3.507535664399681963e+01,1.061976462424849554e+00,3.328835537581606445e+02,4.486125194736054596e+02,8.960359631466424162e+02,1.590794228608466710e+03,2.758416626313477877e+02,3.427414891444887530e+02
6.753431300248647631e+02,8.384801218708638771e+03,4.299938281928046990e+01,6.656732997639950611e+01,2.371729401201177552e+03,3.110934429040035411e+03,3.993557044206899263e+03,7.429452361154857499e+03,1.050889720653247423e+03,2.435330182399645764e+03
1.237874413494472265e+03,1.971197411123087295e+04,2.060712665034059796e+02,4.301294594102785140e+01,5.155319695517138825e+03,6.914050914154805469e+03,1.096341916465739087e+04,2.000668168363631048e+04,3.073337150747462147e+03,5.312296150438448421e+03
2.536541581019119349e+03,3.408297002344969223e+04,2.134943498495281915e+02,1.994155894789295758e+02,9.412936030663919155e+03,1.242456110898100451e+04,1.702793206331402325e+04,3.148684412419434739e+04,4.551953537588457039e+03,9.677433057554646439e+03
3.324451767345033659e+03,5.098281381687500107e+04,4.689967582583152534e+02,1.397737845270026185e+02,1.349341198415016515e+04,1.802687721403935211e+04,2.772668078878796223e+04,5.072564276515055099e+04,7.671268329537275349e+03,1.388213780418571514e+04
5.828140931715182660e+02,7.133275901379203788e+03,4.269865195389718338e+01,5.913503871128203571e+01,2.027754307788293318e+03,2.661052629226485806e+03,3.369520787560211375e+03,6.274861601053190498e+03,8.844373411977993555e+02,2.088750811630156477e+03
7.053909049043001289e+01,1.422986914414293551e+03,3.761322992804103649e+01,8.591168611582462589e+00,3.511950205780184433e+02,4.789062928328351632e+02,9.277437430368006517e+02,1.661206833479128591e+03,2.846403241311467696e+02,3.625214013096721715e+02
1.070347176169040182e+02,9.389863561135691725e+02,1.439708244028759410e+01,2.534696438306278665e+01,2.940449587913544747e+02,3.757825925401820655e+02,3.708400340264162196e+02,6.989175561742509899e+02,9.900940427833715773e+01,3.063626308644119831e+02
1.878634115007211449e+03,2.934180509370796790e+04,2.845014829090737862e+02,7.015147871974123461e+01,7.715574248627870475e+03,1.032872239405524488e+04,1.614320787484032007e+04,2.950468553353189418e+04,4.498665467966816323e+03,7.939170248802674905e+03
1.296214022533757770e+03,2.057494264663634749e+04,2.092217931019062007e+02,5.151427627098460960e+01,5.387151711999503277e+03,7.224175223265448039e+03,1.143627001775171448e+04,2.086872762265093479e+04,3.201360101396759092e+03,5.550449292793292443e+03
